,Parcial1,Parcial2,Parcial3
Alumno232,56.40358799750971,42.201195137840585,45.860423939694456
Alumno233,60.94962361364487,79.49233173746632,61.52847400009459
Alumno234,82.35036339294604,84.48868981074754,95.81371427811384
Alumno235,51.34657166804374,55.483313151208534,41.94080462929538
Alumno236,61.818928447601216,62.9110365993346,70.64022222993619
Alumno237,87.89116847384297,88.23204137619656,90.96309062893523
Alumno238,70.83056845637785,67.90830208936424,78.40978539550878
Alumno239,59.849375876122814,59.302361821019126,52.97070879268928
Alumno240,51.8079363475179,44.22674562916098,48.230133183934626
Alumno241,56.81933166372962,46.49008389718465,44.14032684231748
Alumno242,75.43143472791648,70.75896216231705,77.82367916751313
Alumno243,93.46079691621352,87.79536925828647,80.31352143663774
Alumno244,52.35026939153125,57.84433748402526,50.97598108260975
Alumno245,74.70079746385059,60.738033635127586,65.52375281476567
Alumno246,79.36322772428768,66.79410329485013,75.57372218939801
Alumno247,41.499194109793464,58.43151217069597,45.68819747355545
Alumno248,41.98964260718037,44.681075371402166,56.300920435183414
Alumno249,94.94467833742846,87.98651559646888,82.26919763248767
Alumno250,88.23686162564799,85.165330927153,87.74764936393075
Alumno251,87.8472110831099,84.93037433029477,89.87110537864777
Alumno252,81.49860870676517,86.68249814342857,81.45694511435217
Alumno253,41.54795134233885,40.075178267858455,58.520242048648136
Alumno254,55.79500913663121,56.202736732190246,44.77493439349782
Alumno255,47.06360933504613,45.414051487439025,52.60387107680185
Alumno256,40.5301779006322,57.55176489157684,59.49880155327476
Alumno257,87.95157177890755,97.05669532282326,81.95748667631375
Alumno258,97.81050425493733,92.29874739837608,87.27275719745737
Alumno259,67.36619892506019,60.43000006094515,72.124335012903
Alumno260,99.66895408813363,85.24836852341171,81.3625571017266
Alumno261,84.9658561022365,92.9894773350255,93.73963439911573
Alumno262,83.63050761027834,94.62826801219404,87.9732230989795
Alumno263,89.81759020014835,84.3204297523637,94.15330943565633
Alumno264,47.45142075077479,43.78267109422252,53.37441280400205
Alumno265,74.36666556501913,64.22969635858674,69.62469834167509
Alumno266,70.78836932642146,77.10333061894713,72.43471123489302
Alumno267,76.40455388426157,76.36293240793941,67.74224710691408
Alumno268,59.97532116163727,59.6098783658882,47.039575876525674
Alumno269,52.39192434465309,55.293764485669655,58.19436500660139
Alumno270,98.86228794011934,88.0703819081506,91.01566133098461
Alumno271,76.04668645671609,77.10134304788866,75.39073146589666
Alumno272,92.58146881673122,94.08758653432454,85.99235361780191
Alumno273,41.85105178823195,48.356696646769166,58.824987357577136
Alumno274,95.59701689642549,96.49476835164678,85.93812330707432
Alumno275,82.54789038274619,95.98864370108964,85.59312651750356
Alumno276,96.98135611602623,81.89272948100202,99.8943507077318
Alumno277,99.35339097647486,94.17904072933075,88.89037090700809
Alumno278,75.4260753746589,76.5983280019281,68.12611910557132
Alumno279,43.15660597098839,50.78977036092336,55.62450530278592
Alumno280,62.45208673865909,63.617982070416176,72.8799442230967
Alumno281,92.79538068953413,98.15265900500113,86.78797254818474
Alumno282,72.57382398940018,61.57633781289719,62.14193429013586
Alumno283,53.027022738324696,48.19687995413094,57.85154143872134
Alumno284,64.12995438360146,60.50871527267208,60.61914124290853
Alumno285,45.76852250588494,41.82276307906663,46.53018250966791
Alumno286,44.0334527287189,56.82949540076861,44.21988904998693
Alumno287,94.98222893011479,92.90378024102266,95.00298417915502
Alumno288,63.26958146249537,62.327308121737545,79.3491724961982
Alumno289,69.74107659516761,63.855756622103996,62.42915906302686
Alumno290,49.57534873435439,48.50575050060408,47.94083697149407
Alumno291,69.61631033170062,72.22814707151686,75.49690581995655
Alumno292,56.888673992441035,44.38622923471339,44.34009754738836
Alumno293,42.25388196333873,47.03274949793668,54.77646209938381
Alumno294,48.79317873036188,59.171143606122236,46.20027892137866
Alumno295,96.57754395832232,88.84613083390524,92.24718375446253
Alumno296,76.50973563863168,66.39287653095913,77.46992438702544
Alumno297,63.237268893170395,73.41037569236954,67.31196248178794
Alumno298,92.60065287536153,88.25595822861845,98.80995701447723
Alumno299,71.58625529781418,65.44974562371054,62.15373713116183
Alumno300,87.10881303018084,80.67753682517248,91.98931327435889
Alumno301,66.55655928178578,60.026288827927054,64.06272970309318
Alumno302,62.79670634911593,77.35220497504892,75.52821109271406
Alumno303,71.10904666275385,67.70668413744441,70.44140097815225
Alumno304,45.57605319124696,54.28885090776498,44.7801932373187
Alumno305,87.8485736096227,99.65272363819244,85.57212947958425
Alumno306,44.60880971170679,48.561194102365754,57.776716748839405
Alumno307,68.9829151640383,79.65504823302217,75.60287878594872
Alumno308,45.110968030350534,52.07787200106887,40.33523683505522
Alumno309,96.00374517857472,98.03506537704975,89.8106931430816
Alumno310,83.56426432671718,87.85715263985644,81.32976075307265
Alumno311,43.658595512423474,53.44408043703087,57.28235646371992
Alumno312,53.88504584763968,45.86204250328413,55.95029523164669
Alumno313,59.717717916973285,42.942633146091424,58.18030883874573
Alumno314,91.17164803063497,81.8845062362348,94.08958789283945
Alumno315,58.93335498866652,47.40874405295545,48.70666673574817
Alumno316,97.220476162604,97.65599708150478,96.59192732548381
Alumno317,62.18332745260009,67.02742142771508,63.06380128627688
Alumno318,45.42908701434061,46.84715116776639,50.70188297492093
Alumno319,79.80933826384596,60.153343233548625,69.39156544005999
Alumno320,74.01257539708737,61.42456134268891,75.84886401105905
Alumno321,77.17355082479841,63.51151639726304,74.77209805277036
Alumno322,74.70718426224033,74.92841310451624,61.15998625880019
Alumno323,44.9952736641648,47.351507945639995,54.63273782253766
Alumno324,53.81712542438806,59.6211277938653,53.49271220375871
Alumno325,60.14386643644136,60.28029831430893,70.92091701549165
Alumno326,81.44475109898728,89.99187855598518,93.13626498781412
Alumno327,62.553109637089676,78.67457608624409,68.12040858457542
Alumno328,76.33527692622015,73.74033240659847,65.74334208852525
Alumno329,59.162388860238686,59.97775433649227,58.15785181131252
Alumno330,69.8737041989683,76.73626751856361,75.63698691011835
Alumno331,86.6172876786946,80.43290542916976,92.68454682308867
Alumno332,48.562657548125586,57.01449350966858,43.689357921519466
Alumno333,98.353238788848,99.52543700150669,92.8190075388372
Alumno334,58.7287926814149,51.77543892373782,59.252684799279606
Alumno335,93.58702141844348,86.68711039977109,80.36658977454509
Alumno336,50.823449018523824,48.325528475835114,56.46019435990709
Alumno337,51.07184242572497,44.97213868989738,49.718086438812776
Alumno338,91.97487503859969,99.82268366155952,86.36333957237274
Alumno339,53.106160629439785,52.9528296025498,40.460489738549796
Alumno340,80.43078580553677,93.80846384486941,84.72259279281802
Alumno341,84.365804529561,86.3858065845084,98.26899234777285
Alumno342,74.36470443740319,75.14989256849798,68.6508323898533
Alumno343,42.5177950056728,41.142476112688854,51.79943499416932
Alumno344,68.75669075839653,74.85967968258997,64.40776865960585
Alumno345,59.96101794950394,48.81954881051766,53.12496289549533
Alumno346,75.37287558813657,60.5213715766397,64.90684681588986
Alumno347,44.03502307897088,46.08131541680142,50.53860093429073
Alumno348,42.85483134994984,44.36967236598054,46.89850739658408
Alumno349,90.4744663103651,99.38556864229193,82.87062206806158
Alumno350,58.687010484731324,59.3702494285144,53.6905651608871
Alumno351,77.59757268136835,69.9864718163162,66.29009115956228
Alumno352,59.021139519937684,47.565607035744776,55.192051961507914
Alumno353,85.83371429911783,81.90021994040865,87.53087204103755
Alumno354,99.25480308974723,94.63042822611123,82.84993869330822
Alumno355,78.27915416246367,68.4784354811419,75.491377435782
Alumno356,43.462695269708995,57.999648128804466,48.040195495231046
Alumno357,83.41784909795558,83.79749867766823,92.90017631728661
Alumno358,55.032506540338034,45.164020745362436,54.831357758766
Alumno359,66.25127500656664,60.40477975748341,71.25884103010796
Alumno360,64.08655357534849,61.568877109087325,64.9303936174504
Alumno361,89.83307332141001,90.1999403834013,80.4745280221348
Alumno362,90.86618060213635,85.26902606598908,92.43007559334332
Alumno363,79.22245939528989,79.55701951169368,66.48969609858898
Alumno364,98.75518306774981,90.49541322332038,90.60174341883003
Alumno365,96.67036118197812,91.46595772810255,85.91075928356946
Alumno366,60.08735579833295,79.07810568274526,71.98663443457119
Alumno367,47.54711928159286,40.20278053782895,58.415752048601945
Alumno368,41.77715226321935,41.815110921857105,49.596110129165794
Alumno369,92.07432690253702,93.19829358890605,93.42025221901692
Alumno370,76.26117400483197,67.61140121917215,63.684554520496704
Alumno371,54.264643404879244,46.047236559911816,43.46820948176662
Alumno372,70.64377389681586,77.60545143086736,62.056881112221355
Alumno373,69.63674318372453,61.304479942150934,64.71461657544494
Alumno374,84.04459698757448,87.91039720084821,91.07924316616311
Alumno375,72.52910519315877,72.28900637079713,64.0077385011047
Alumno376,75.36736511876525,76.55215784410535,67.84286475955022
Alumno377,69.93020992931358,79.28960087438672,70.6705294213019
Alumno378,49.54208484339569,59.65110714055672,43.60749243430564
Alumno379,93.62278116113801,83.48091798350269,94.19140365768641
Alumno380,87.77632636994666,94.23073174758588,86.05934541953003
Alumno381,65.28817876001435,61.69915319900587,69.01899242296352
Alumno382,79.19524421895686,64.25167305315556,65.53815910203602
Alumno383,45.64061807564625,43.17870022416598,48.882850807941125
Alumno384,51.941844970253435,55.191680140664786,52.85765738450511
Alumno385,94.35306255812061,82.68469782157078,88.05418234805458
Alumno386,91.35295932125435,80.24980418443269,87.18674814481923
Alumno387,78.96912892123916,75.71153000284329,66.48125032423313
Alumno388,98.99281065292624,96.40295792507145,89.42275649345665
Alumno389,46.57865017344987,41.696221880551064,59.579721419799434
Alumno390,98.59352630550255,92.45389623077598,94.59798534397287
Alumno391,91.47728011071695,98.42122710678385,85.35396637410332
Alumno392,49.55696045961074,46.47350530451708,55.22959238021062
Alumno393,94.69395789324597,84.07879908789367,86.80110470647587
Alumno394,85.79067260333298,94.09633589732894,93.90337012348391
Alumno395,61.33488729163472,63.86807916932427,72.35586749199938
Alumno396,47.4085048493505,57.10567509821591,57.58666948363697
Alumno397,77.04316688646793,76.97446954194143,69.60310031396246
Alumno398,42.718311656668426,55.64031342549502,54.53594022541374
Alumno399,80.81094224064896,85.71464162497372,82.14310286381571
Alumno400,47.50765052446903,53.82600315482744,59.35107717635783
Alumno401,79.45509909910223,66.85578350909934,65.42215722040403
Alumno402,60.870814295296,75.98339817785111,64.30294187357165
Alumno403,96.66713562310082,92.30890593981641,91.29175045478856
Alumno404,56.528474779434845,56.1510646557426,43.029962615423536
Alumno405,85.39088785154614,84.56618486812944,97.23696808282517
Alumno406,55.06161691743896,55.34770906906669,47.08023397400643
Alumno407,78.05748094165702,70.7852553097029,66.92447704452223
Alumno408,82.74479884798122,92.03095898276617,90.30063488683884
Alumno409,99.47335056483826,93.85916390668739,84.92365090453136
Alumno410,95.03423308201151,82.76543033656807,98.52813287158662
Alumno411,40.82486884287399,43.61950102876555,56.664680482917085
Alumno412,43.50595849788763,54.211864115359454,58.3587519519945
Alumno413,94.7091933322398,98.96022117683671,94.03379346148922
Alumno414,97.40187011257417,86.93346125023756,94.89252100209072
Alumno415,92.0033987175687,98.31235598364012,90.6826395616512
Alumno416,85.5677165058809,89.99581336033103,99.68057409280428
Alumno417,70.16840412900672,62.38819445568658,62.222773011005685
Alumno418,76.14127356132695,66.17289410859152,66.67687550683348
Alumno419,49.81173584494222,50.30495271228221,59.37865634581926
Alumno420,82.32495618673694,85.36643078277784,85.40870735160908
Alumno421,59.32702142110796,47.96450773015453,55.000467084999556
Alumno422,50.385236212957565,48.85788863879757,44.19872228693677
Alumno423,42.01890738060079,51.47712446187634,45.363542724129694
Alumno424,66.87173037960585,65.37413282783854,78.53375254503331
Alumno425,84.57542110631685,89.35505306174808,84.94105579789762
Alumno426,90.5981088522188,99.09020196898419,82.78115811876042
Alumno427,90.65702932476749,94.12644216596007,92.089522992766
Alumno428,40.56881287223956,44.09660103830435,46.96743031352512
Alumno429,69.15722101832455,64.08698534106065,72.40119459285447
Alumno430,54.08807888456494,53.150602245260835,56.92256676236771
Alumno431,54.87418575520647,50.431137550724614,49.31245827254105
Alumno432,62.67144521111856,63.64107216095066,65.87518981514496
Alumno433,58.72554210659462,55.278546433376675,43.81814861845227
Alumno434,95.81611748172907,98.59499275135036,95.05176455441871
Alumno435,69.87315489310598,66.96270928519937,65.010129962271
Alumno436,99.48284175138753,88.05994850526089,88.94822053635947
Alumno437,93.04078270305709,86.81531707465957,85.59052882692852
Alumno438,89.1657803340007,96.00017517966668,86.46616681763714
Alumno439,61.016825680834884,67.33138152705982,64.03208316847653
Alumno440,52.967889945515935,42.565201009120116,55.99374509398024
Alumno441,51.13570866102718,54.27404471732438,46.18455968330517
Alumno442,84.51169338359,87.37753170786826,95.58296219726866
Alumno443,82.445256363373,90.88633196793607,87.91980698599662
Alumno444,90.6992540206221,87.46656787775895,82.86381951945388
Alumno445,55.32024196509076,45.85392510944402,48.39547043750381
Alumno446,68.27160138224072,79.73335258745881,76.91295868914713
Alumno447,76.7419749158945,69.22207885390466,77.79512035669524
Alumno448,49.774080375868174,42.366442015067406,58.83977293743051
Alumno449,76.49117259088837,69.50485824100599,71.1208648694447
Alumno450,55.25741881014026,51.74484648788942,55.3134428780689
Alumno451,72.96880310522648,61.57649585648941,63.75844980082856
Alumno452,69.50901486473977,64.47143499924762,76.94757648479904
Alumno453,74.06424468114234,60.85650668590985,74.2723563067487
Alumno454,56.23156899167216,44.284026160352134,55.031005661436595
Alumno455,70.67113775151775,75.52977923483897,66.31218677578222
Alumno456,59.10977925002622,46.81425393417085,40.07236496605599
Alumno457,75.0719393913143,67.66404409074035,78.1331129824332
Alumno458,90.42472158876063,90.48495461281652,97.27597775342744
Alumno459,56.35001776529644,47.698342513245905,52.844533093732274
Alumno460,40.920403448783404,54.7971272802491,44.48560220840551
Alumno461,97.29960927520287,82.67613852745305,91.63665609795362
Alumno462,43.264726919490585,55.23049908859395,58.26128142590449
Alumno463,44.36868567332207,44.99833517815282,42.26962398132046
Alumno464,68.83932035914381,79.99205572308362,68.48429237282903
Alumno465,66.22183827254685,68.69795536089269,79.84499206593662
